country,quality,year,popularity,popularity_lag
United States,Standard,2003,1528.741373645925,1386.3528289748945
United States,Standard,2004,1708.473184798726,1528.741373645925
United States,Standard,2005,1937.2854247013042,1708.473184798726
United States,Standard,2006,2286.51451576271,1937.2854247013042
United States,Standard,2007,2665.726463061976,2286.51451576271
United States,Standard,2008,3207.8900243617463,2665.726463061976
United States,Standard,2009,3583.2855923210527,3207.8900243617463
United States,Standard,2010,4324.301033604287,3583.2855923210527
United States,Standard,2011,5303.20508993167,4324.301033604287
United States,Standard,2012,6340.196039913076,5303.20508993167
United States,Standard,2013,7484.326072751162,6340.196039913076
United States,Standard,2014,7740.31479033205,7484.326072751162
United States,Standard,2015,9023.495654467566,7740.31479033205
United States,Standard,2016,10334.695148370163,9023.495654467566
United States,Super Premium,1990,14.021143884978548,
United States,Super Premium,1991,10.870381570157443,14.021143884978548
United States,Super Premium,1992,29.238170236322382,10.870381570157443
United States,Super Premium,1993,30.778819555323004,29.238170236322382
United States,Super Premium,1994,32.30391523452642,30.778819555323004
United States,Super Premium,1995,30.04378882220837,32.30391523452642
United States,Super Premium,1996,29.696281283176315,30.04378882220837
United States,Super Premium,1997,29.340893503559418,29.696281283176315
United States,Super Premium,1998,25.375742240460536,29.340893503559418
United States,Super Premium,1999,25.80275229357798,25.375742240460536
United States,Super Premium,2000,27.99805959979552,25.80275229357798
United States,Super Premium,2001,29.476895123540736,27.99805959979552
United States,Super Premium,2002,36.15816782780916,29.476895123540736
United States,Super Premium,2003,42.39801329390052,36.15816782780916
United States,Super Premium,2004,42.34896050275702,42.39801329390052
United States,Super Premium,2005,48.05144634193628,42.34896050275702
United States,Super Premium,2006,48.59576471756584,48.05144634193628
United States,Super Premium,2007,55.60512858815455,48.59576471756584
United States,Super Premium,2008,64.94703022157302,55.60512858815455
United States,Super Premium,2009,65.19509833652131,64.94703022157302
United States,Super Premium,2010,104.26039797677801,65.19509833652131
United States,Super Premium,2011,122.77052182774179,104.26039797677801
United States,Super Premium,2012,144.18588807944047,122.77052182774179
United States,Super Premium,2013,141.6167407000484,144.18588807944047
United States,Super Premium,2014,161.79653443007632,141.6167407000484
United States,Super Premium,2015,134.88851190036198,161.79653443007632
United States,Super Premium,2016,140.90795587313386,134.88851190036198
